Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Egan-Jones Ratings Company,"EOG RESOURCES, INC",A,06-09-2013,821189,1,1311,Enrgy,EOG,1.2277,0.3077,0.4751,100,12.6666,12.6666,39.7984,10.9628,4.8814,0.4274,4.2927,4.2927,2.0861,2.9717,1.073,0.2707
Egan-Jones Ratings Company,"EOG RESOURCES, INC",A,18-12-2013,821189,1,1311,Enrgy,EOG,1.2277,0.3077,0.4751,100,12.6666,12.6666,39.7984,10.9628,4.8814,0.4274,4.2927,4.2927,2.0861,2.9717,1.073,0.2707
Egan-Jones Ratings Company,"EOG RESOURCES, INC",A+,27-12-2013,821189,1,1311,Enrgy,EOG,1.2277,0.3077,0.4751,100,12.6666,12.6666,39.7984,10.9628,4.8814,0.4274,4.2927,4.2927,2.0861,2.9717,1.073,0.2707
Standard & Poor's Ratings Services,EOG Resources Inc.,A,29-08-2013,821189,1,1311,Enrgy,EOG,1.2277,0.3077,0.4751,100,12.6666,12.6666,39.7984,10.9628,4.8814,0.4274,4.2927,4.2927,2.0861,2.9717,1.073,0.2707
Egan-Jones Ratings Company,EQT CORPORATION,BBB+,22-08-2013,33213,1,4923,Utils,EQT,1.495,0.3916,0.6496,82.4665,28.2909,28.2909,64.5319,16.0017,13.3163,0.1556,3.8294,3.8294,1.6827,2.3298,-0.6994,-5.5717
Egan-Jones Ratings Company,EQT CORPORATION,BBB+,01-11-2013,33213,1,4923,Utils,EQT,1.495,0.3916,0.6496,82.4665,28.2909,28.2909,64.5319,16.0017,13.3163,0.1556,3.8294,3.8294,1.6827,2.3298,-0.6994,-5.5717
Moody's Investors Service,EQT Corporation,BBB-,21-03-2013,33213,1,4923,Utils,EQT,1.495,0.3916,0.6496,82.4665,28.2909,28.2909,64.5319,16.0017,13.3163,0.1556,3.8294,3.8294,1.6827,2.3298,-0.6994,-5.5717
Standard & Poor's Ratings Services,EQT Corporation,BBB,29-04-2013,33213,1,4923,Utils,EQT,1.495,0.3916,0.6496,82.4665,28.2909,28.2909,64.5319,16.0017,13.3163,0.1556,3.8294,3.8294,1.6827,2.3298,-0.6994,-5.5717
Egan-Jones Ratings Company,EQUIFAX INC,A-,09-08-2013,33185,1,7323,Other,EFX,1.2521,0.3594,0.5884,62.8196,24.7517,24.7517,33.4619,21.4399,12.3019,0.538,13.8668,-26.9861,6.7866,8.8836,0.5166,0.6993
Egan-Jones Ratings Company,EQUIFAX INC,A,06-11-2013,33185,1,7323,Other,EFX,1.2521,0.3594,0.5884,62.8196,24.7517,24.7517,33.4619,21.4399,12.3019,0.538,13.8668,-26.9861,6.7866,8.8836,0.5166,0.6993
Egan-Jones Ratings Company,"EQUINIX, INC.",B+,26-04-2013,1101239,0,6798,Money,EQIX,1.7039,0.5852,1.5875,47.0484,19.5399,19.5399,43.8015,8.2855,6.0536,0.2706,4.7317,9.8575,1.5967,1.9629,3.4944,1.8609
Egan-Jones Ratings Company,"EQUINIX, INC.",B+,18-11-2013,1101239,0,6798,Money,EQIX,1.7039,0.5852,1.5875,47.0484,19.5399,19.5399,43.8015,8.2855,6.0536,0.2706,4.7317,9.8575,1.5967,1.9629,3.4944,1.8609
Egan-Jones Ratings Company,EXELON CORPORATION,BBB,21-08-2013,1109357,1,4911,Utils,EXC,1.3015,0.4578,0.9021,56.7585,10.1026,10.1026,27.4682,7.6546,4.9385,0.299,5.3889,6.1293,1.4906,2.9219,0.1883,-0.3489
Egan-Jones Ratings Company,EXELON CORPORATION,A-,17-09-2013,1109357,1,4911,Utils,EXC,1.3015,0.4578,0.9021,56.7585,10.1026,10.1026,27.4682,7.6546,4.9385,0.299,5.3889,6.1293,1.4906,2.9219,0.1883,-0.3489
Egan-Jones Ratings Company,EXELON CORPORATION,A+,11-12-2013,1109357,1,4911,Utils,EXC,1.3015,0.4578,0.9021,56.7585,10.1026,10.1026,27.4682,7.6546,4.9385,0.299,5.3889,6.1293,1.4906,2.9219,0.1883,-0.3489
Egan-Jones Ratings Company,"EXPEDIA, INC.",BBB+,22-08-2013,1324424,1,4700,Other,EXPE,0.8778,0.3433,0.5229,77.7041,10.7118,10.7118,17.1765,8.6855,6.9515,0.565,12.6802,-20.9283,4.2477,8.3265,2.8882,2.7023
Egan-Jones Ratings Company,"EXPEDIA, INC.",A-,24-12-2013,1324424,1,4700,Other,EXPE,0.8778,0.3433,0.5229,77.7041,10.7118,10.7118,17.1765,8.6855,6.9515,0.565,12.6802,-20.9283,4.2477,8.3265,2.8882,2.7023
Egan-Jones Ratings Company,EXXON MOBIL CORPORATION,AA+,20-09-2013,34088,1,2911,Enrgy,XOM,0.9414,0.0548,0.106,21.8225,15.0602,15.1109,18.3145,15.0602,8.4411,1.4693,26.2567,26.2567,12.7491,24.8174,1.4665,0.6
Egan-Jones Ratings Company,EXXON MOBIL CORPORATION,AA+,24-09-2013,34088,1,2911,Enrgy,XOM,0.9414,0.0548,0.106,21.8225,15.0602,15.1109,18.3145,15.0602,8.4411,1.4693,26.2567,26.2567,12.7491,24.8174,1.4665,0.6
Standard & Poor's Ratings Services,Eastman Chemical Co.,BBB,28-01-2013,915389,1,2821,Chems,EMN,2.0664,0.4319,0.8406,21.8585,13.0538,13.0538,16.8571,12.2736,8.9997,1.1607,31.9306,43.5438,9.8157,18.1411,0.4772,-1.0878
Moody's Investors Service,Eastman Kodak Company,B+,16-07-2013,31235,0,3577,BusEq,KODK,0.7791,-0.252,-0.3914,10.776,-23.6116,-23.6116,-14.601,-59.213,-50.7172,0.6293,36.3612,34.5478,-30.9419,45.5226,2.7457,3.2976
Moody's Investors Service,Edison International,BBB,28-08-2013,827052,1,4911,Utils,EIX,0.7137,0.452,0.8405,65.1071,19.2632,19.2632,33.0383,15.6888,-1.5427,0.2672,16.8999,14.2436,3.5906,7.8053,-1.7693,-1.4677
Standard & Poor's Ratings Services,Edison International,BBB-,21-10-2013,827052,1,4911,Utils,EIX,0.7137,0.452,0.8405,65.1071,19.2632,19.2632,33.0383,15.6888,-1.5427,0.2672,16.8999,14.2436,3.5906,7.8053,-1.7693,-1.4677
Standard & Poor's Ratings Services,Edison International,BBB,12-12-2013,827052,1,4911,Utils,EIX,0.7137,0.452,0.8405,65.1071,19.2632,19.2632,33.0383,15.6888,-1.5427,0.2672,16.8999,14.2436,3.5906,7.8053,-1.7693,-1.4677
Standard & Poor's Ratings Services,Eldorado Gold Corp.,BB,16-08-2013,918608,0,1040,Other,EGO,4.9049,0.0858,0.0955,52.8139,41.3607,41.3607,51.2531,38.8945,27.7158,0.1447,5.2374,6.0558,4.1046,4.7881,-2.5043,-3.1118
Standard & Poor's Ratings Services,Eli Lilly & Co.,AA-,15-03-2013,59478,1,2834,Hlth,LLY,1.5954,0.2876,0.5162,79.1329,22.7637,22.7637,28.4195,22.0266,17.9017,0.7215,32.1205,51.7122,12.9166,22.8823,0.2937,0.3187
Standard & Poor's Ratings Services,Eli Lilly & Co.,AA-,07-08-2013,59478,1,2834,Hlth,LLY,1.5954,0.2876,0.5162,79.1329,22.7637,22.7637,28.4195,22.0266,17.9017,0.7215,32.1205,51.7122,12.9166,22.8823,0.2937,0.3187
Moody's Investors Service,Embraer Overseas Limited,BBB-,03-10-2013,1355444,1,3721,Manuf,ERJ,1.9216,0.3406,0.6204,24.1975,10.6039,10.6039,15.1168,9.9403,5.6427,0.651,10.4558,14.6483,3.6911,6.895,1.1799,1.2237
Standard & Poor's Ratings Services,Emerson Electric Co.,A,14-02-2013,32604,1,3823,BusEq,EMR,1.4196,0.2661,0.5069,40.0131,15.3203,15.3203,20.8545,12.7601,8.0616,1.0249,19.3833,350.173,8.4978,14.2245,-0.1346,-0.1813
Standard & Poor's Ratings Services,Emerson Electric Co.,A,14-06-2013,32604,1,3823,BusEq,EMR,1.4196,0.2661,0.5069,40.0131,15.3203,15.3203,20.8545,12.7601,8.0616,1.0249,19.3833,350.173,8.4978,14.2245,-0.1346,-0.1813
Moody's Investors Service,Enbridge Inc.,BBB+,28-06-2013,895728,1,4924,Utils,ENB,0.9337,0.5779,1.4851,21.813,5.6272,5.6272,10.3928,4.2322,3.7264,0.5365,12.1615,9.9391,2.8491,3.8442,0.0688,-3.5551
Moody's Investors Service,Enbridge Inc.,BBB+,30-09-2013,895728,1,4924,Utils,ENB,0.9337,0.5779,1.4851,21.813,5.6272,5.6272,10.3928,4.2322,3.7264,0.5365,12.1615,9.9391,2.8491,3.8442,0.0688,-3.5551
Moody's Investors Service,Endo Health Solutions Inc.,BBB-,05-04-2013,1100962,1,2834,Hlth,ENDP,1.2638,0.7281,2.7949,59.6666,-19.1756,-19.1756,-7.732,-25.9408,-26.2928,0.4287,-61.2429,25.0757,-10.5656,-16.6499,0.5478,0.1741
Moody's Investors Service,Endo Health Solutions Inc.,B+,17-06-2013,1100962,0,2834,Hlth,ENDP,1.2638,0.7281,2.7949,59.6666,-19.1756,-19.1756,-7.732,-25.9408,-26.2928,0.4287,-61.2429,25.0757,-10.5656,-16.6499,0.5478,0.1741
Standard & Poor's Ratings Services,Endo International PLC,BB-,06-11-2013,1593034,0,2834,Hlth,ENDP,1.2638,0.7281,2.7949,59.6666,-19.1756,-19.1756,-7.732,-25.9408,-26.2928,0.4287,-61.2429,25.0757,-10.5656,-16.6499,0.5478,0.1741
Standard & Poor's Ratings Services,Endo International PLC,B,10-12-2013,1593034,0,2834,Hlth,ENDP,1.2638,0.7281,2.7949,59.6666,-19.1756,-19.1756,-7.732,-25.9408,-26.2928,0.4287,-61.2429,25.0757,-10.5656,-16.6499,0.5478,0.1741
Standard & Poor's Ratings Services,EnerSys,BB,28-03-2013,1289308,0,3690,BusEq,ENS,2.3282,0.1855,0.2461,22.4539,9.2324,9.2324,11.438,8.3762,6.3066,1.1862,13.8321,24.7794,7.479,11.2657,2.6212,2.8164
Standard & Poor's Ratings Services,EnerSys,BB,13-08-2013,1289308,0,3690,BusEq,ENS,2.4659,0.1168,0.1519,24.9985,10.9709,10.9709,13.1883,10.1088,7.3108,1.1457,14.0356,22.7189,8.2982,12.3958,0.8762,0.7363
Moody's Investors Service,EnerSys,BB,16-08-2013,1289308,0,3690,BusEq,ENS,2.4659,0.1168,0.1519,24.9985,10.9709,10.9709,13.1883,10.1088,7.3108,1.1457,14.0356,22.7189,8.2982,12.3958,0.8762,0.7363
Standard & Poor's Ratings Services,Entergy Corp,A,26-06-2013,65984,1,4911,Utils,ETR,0.8969,0.5627,1.4501,68.0391,12.6303,12.6303,29.8273,8.7285,8.2185,0.2385,9.4417,9.7417,2.01,4.0872,-0.9983,-3.5546
Fitch Ratings,Enterprise Products Operating LLC,BBB+,15-02-2013,1061219,1,1311,Enrgy,EPD,0.7534,0.5243,1.2185,7.5504,7.3015,7.3015,9.8962,5.6614,5.6828,1.185,18.2611,25.1805,6.7568,8.6866,-0.3183,-0.097
Standard & Poor's Ratings Services,Enterprise Products Operating LLC,A,27-02-2013,1061219,1,1311,Enrgy,EPD,0.7534,0.5243,1.2185,7.5504,7.3015,7.3015,9.8962,5.6614,5.6828,1.185,18.2611,25.1805,6.7568,8.6866,-0.3183,-0.097
Moody's Investors Service,"Enterprise Products Operating, LLC",BBB+,08-03-2013,1061219,1,1311,Enrgy,EPD,0.7534,0.5243,1.2185,7.5504,7.3015,7.3015,9.8962,5.6614,5.6828,1.185,18.2611,25.1805,6.7568,8.6866,-0.3183,-0.097
Moody's Investors Service,"Enterprise Products Operating, LLC",BBB+,12-03-2013,1061219,1,1311,Enrgy,EPD,0.7534,0.5243,1.2185,7.5504,7.3015,7.3015,9.8962,5.6614,5.6828,1.185,18.2611,25.1805,6.7568,8.6866,-0.3183,-0.097
Standard & Poor's Ratings Services,Entravision Communications Corp.,B+,09-05-2013,1109116,0,4833,Telcm,EVC,2.2423,0.9844,63.102,58.6765,26.3275,26.3275,35.0248,8.8299,6.0922,0.5097,251.8237,-4.9585,3.1049,3.9302,0.2567,0.2428
Standard & Poor's Ratings Services,Entravision Communications Corp.,B+,12-06-2013,1109116,0,4833,Telcm,EVC,2.2423,0.9844,63.102,58.6765,26.3275,26.3275,35.0248,8.8299,6.0922,0.5097,251.8237,-4.9585,3.1049,3.9302,0.2567,0.2428
Standard & Poor's Ratings Services,Equifax Inc.,A,26-07-2013,33185,1,7323,Other,EFX,1.2521,0.3594,0.5884,62.8196,24.7517,24.7517,33.4619,21.4399,12.3019,0.538,13.8668,-26.9861,6.7866,8.8836,0.5166,0.6993
Moody's Investors Service,"Equinix, Inc.",BB-,28-02-2013,1101239,0,6798,Money,EQIX,1.7039,0.5852,1.5875,47.0484,19.5399,19.5399,43.8015,8.2855,6.0536,0.2706,4.7317,9.8575,1.5967,1.9629,3.4944,1.8609
Standard & Poor's Ratings Services,Exelon Corp.,BBB-,23-08-2013,1109357,1,4911,Utils,EXC,1.3015,0.4578,0.9021,56.7585,10.1026,10.1026,27.4682,7.6546,4.9385,0.299,5.3889,6.1293,1.4906,2.9219,0.1883,-0.3489
Moody's Investors Service,Exelon Corporation,BBB,19-09-2013,1109357,1,4911,Utils,EXC,1.3015,0.4578,0.9021,56.7585,10.1026,10.1026,27.4682,7.6546,4.9385,0.299,5.3889,6.1293,1.4906,2.9219,0.1883,-0.3489
Standard & Poor's Ratings Services,Exxon Mobil Corp.,AAA,30-09-2013,34088,1,2911,Enrgy,XOM,0.9414,0.0548,0.106,21.8225,15.0602,15.1109,18.3145,15.0602,8.4411,1.4693,26.2567,26.2567,12.7491,24.8174,1.4665,0.6
Egan-Jones Ratings Company,FEDEX CORPORATION,A+,19-06-2013,1048911,1,4513,Other,FDX,1.9607,0.136,0.1719,72.8634,10.012,10.012,15.3996,9.7952,6.1327,1.3194,15.611,18.5481,8.0913,13.4876,-0.4638,1.4701
Egan-Jones Ratings Company,FEDEX CORPORATION,A+,09-10-2013,1048911,1,4513,Other,FDX,1.9607,0.136,0.1719,72.8634,10.012,10.012,15.3996,9.7952,6.1327,1.3194,15.611,18.5481,8.0913,13.4876,-0.4638,1.4701
Egan-Jones Ratings Company,FERRO CORPORATION,B-,26-08-2013,35214,0,2851,Chems,FOE,1.5764,0.5587,1.6779,18.4111,-20.8381,-20.8381,-16.3115,-22.7568,-29.5235,1.1748,-186.8179,-298.6364,-35.7801,-82.4484,-0.3392,-0.1462
Egan-Jones Ratings Company,FERRO CORPORATION,B-,01-11-2013,35214,0,2851,Chems,FOE,1.5764,0.5587,1.6779,18.4111,-20.8381,-20.8381,-16.3115,-22.7568,-29.5235,1.1748,-186.8179,-298.6364,-35.7801,-82.4484,-0.3392,-0.1462
Egan-Jones Ratings Company,"FISERV, INC.",A-,01-08-2013,798354,1,7374,BusEq,FISV,0.9798,0.4968,1.0421,41.6181,23.0823,23.0823,31.1261,16.8571,11.0049,0.5018,14.9478,-14.5678,5.6972,7.5224,0.0596,0.0185
Egan-Jones Ratings Company,FLOWSERVE CORPORATION,BBB+,04-09-2013,30625,1,3561,Manuf,FLS,1.7227,0.3145,0.4902,33.2738,14.2229,14.5797,16.8364,12.8714,9.4361,0.9876,23.7955,65.2813,9.3703,16.3121,1.9771,1.8424
Egan-Jones Ratings Company,FLOWSERVE CORPORATION,A-,06-11-2013,30625,1,3561,Manuf,FLS,1.7227,0.3145,0.4902,33.2738,14.2229,14.5797,16.8364,12.8714,9.4361,0.9876,23.7955,65.2813,9.3703,16.3121,1.9771,1.8424
Egan-Jones Ratings Company,FLUOR CORPORATION,A+,07-08-2013,1124198,1,1600,Other,FLR,1.5678,0.1318,0.1579,3.2092,2.6616,2.6616,3.5673,2.6598,1.6547,3.3322,16.6633,17.171,6.9002,14.4673,-1.5137,-0.7887
Egan-Jones Ratings Company,FMC CORPORATION,A+,09-09-2013,37785,1,2870,Chems,FMC,2.0322,0.374,0.6331,36.2481,19.3459,19.3459,22.6262,18.2195,12.0509,0.8111,32.2291,47.177,11.2275,20.1757,0.2353,0.1053
Egan-Jones Ratings Company,FMC CORPORATION,A+,13-12-2013,37785,1,2870,Chems,FMC,2.0322,0.374,0.6331,36.2481,19.3459,19.3459,22.6262,18.2195,12.0509,0.8111,32.2291,47.177,11.2275,20.1757,0.2353,0.1053
Moody's Investors Service,FMC Corporation,BBB+,12-11-2013,37785,1,2870,Chems,FMC,2.0322,0.374,0.6331,36.2481,19.3459,19.3459,22.6262,18.2195,12.0509,0.8111,32.2291,47.177,11.2275,20.1757,0.2353,0.1053
Standard & Poor's Ratings Services,FMC Technologies Inc.,A,03-09-2013,1135152,1,3533,Manuf,FTI,2.2169,0.4016,0.6769,37.8179,3.7439,3.7439,14.3276,0.1975,-2.3455,0.693,-3.4624,12.4959,-1.6254,-2.0717,-1.0174,-0.9907
Egan-Jones Ratings Company,"FREEPORT-MCMORAN, INC",A-,25-07-2013,831259,1,1000,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Egan-Jones Ratings Company,"FREEPORT-MCMORAN, INC",A-,24-10-2013,831259,1,1000,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Standard & Poor's Ratings Services,FTI Consulting Inc.,BB,23-04-2013,887936,0,8721,Other,FCN,2.2169,0.4016,0.6769,37.8179,3.7439,3.7439,14.3276,0.1975,-2.3455,0.693,-3.4624,12.4959,-1.6254,-2.0717,-1.0174,-0.9907
Standard & Poor's Ratings Services,FTI Consulting Inc.,BB,13-12-2013,887936,0,8721,Other,FCN,2.2169,0.4016,0.6769,37.8179,3.7439,3.7439,14.3276,0.1975,-2.3455,0.693,-3.4624,12.4959,-1.6254,-2.0717,-1.0174,-0.9907
Moody's Investors Service,"FairPoint Communications, Inc.",B,30-01-2013,1062613,0,4813,Telcm,FRP,1.3349,0.2464,0.357,11.0584,11.0584,11.0584,21.2486,9.8185,6.1232,0.4625,4.4134,4.441,2.7968,3.3259,-0.0177,-0.1915
Standard & Poor's Ratings Services,FedEx Corp.,BBB,08-04-2013,1048911,1,4513,Other,FDX,1.6852,0.0782,0.1132,73.545,7.4649,7.4649,12.4157,7.3594,4.761,1.4273,13.7978,16.4668,6.7953,12.7183,2.5048,0.5804
Standard & Poor's Ratings Services,FedEx Corp.,BBB,26-09-2013,1048911,1,4513,Other,FDX,1.9607,0.136,0.1719,72.8634,10.012,10.012,15.3996,9.7952,6.1327,1.3194,15.611,18.5481,8.0913,13.4876,-0.4638,1.4701
Standard & Poor's Ratings Services,FedEx Corp.,BBB,15-10-2013,1048911,1,4513,Other,FDX,1.9607,0.136,0.1719,72.8634,10.012,10.012,15.3996,9.7952,6.1327,1.3194,15.611,18.5481,8.0913,13.4876,-0.4638,1.4701
Standard & Poor's Ratings Services,Ferro Corp.,B-,05-03-2013,35214,0,2851,Chems,FOE,1.5764,0.5587,1.6779,18.4111,-20.8381,-20.8381,-16.3115,-22.7568,-29.5235,1.1748,-186.8179,-298.6364,-35.7801,-82.4484,-0.3392,-0.1462
Standard & Poor's Ratings Services,Ferro Corp.,B,01-04-2013,35214,0,2851,Chems,FOE,1.5764,0.5587,1.6779,18.4111,-20.8381,-20.8381,-16.3115,-22.7568,-29.5235,1.1748,-186.8179,-298.6364,-35.7801,-82.4484,-0.3392,-0.1462
Standard & Poor's Ratings Services,Ferro Corp.,B,23-05-2013,35214,0,2851,Chems,FOE,1.5764,0.5587,1.6779,18.4111,-20.8381,-20.8381,-16.3115,-22.7568,-29.5235,1.1748,-186.8179,-298.6364,-35.7801,-82.4484,-0.3392,-0.1462
Standard & Poor's Ratings Services,Fidelity National Information Services Inc.,BBB-,17-01-2013,1136893,1,7374,BusEq,FIS,1.2342,0.4062,0.7231,30.3345,18.6558,18.6558,30.6616,12.9231,8.3476,0.4055,7.4363,-10.5765,3.5651,4.4154,0.7725,0.6864
Moody's Investors Service,"Fidelity National Information Services, Inc.",BBB-,21-03-2013,1136893,1,7374,BusEq,FIS,1.2342,0.4062,0.7231,30.3345,18.6558,18.6558,30.6616,12.9231,8.3476,0.4055,7.4363,-10.5765,3.5651,4.4154,0.7725,0.6864
Moody's Investors Service,"Fidelity National Information Services, Inc.",BBB-,10-04-2013,1136893,1,7374,BusEq,FIS,1.2342,0.4062,0.7231,30.3345,18.6558,18.6558,30.6616,12.9231,8.3476,0.4055,7.4363,-10.5765,3.5651,4.4154,0.7725,0.6864
Standard & Poor's Ratings Services,Fiserv Inc.,BBB-,19-03-2013,798354,1,7374,BusEq,FISV,0.9798,0.4968,1.0421,41.6181,23.0823,23.0823,31.1261,16.8571,11.0049,0.5018,14.9478,-14.5678,5.6972,7.5224,0.0596,0.0185
Moody's Investors Service,Flex Ltd.,BB+,12-02-2013,866374,0,3672,BusEq,FLEX,1.3572,0.4848,0.9583,5.1731,2.0135,2.0135,3.7922,1.9587,1.6657,2.6594,22.801,24.5177,4.7198,11.7468,0.0201,-0.0146
Fitch Ratings,Flex Ltd.,BBB-,13-02-2013,866374,1,3672,BusEq,FLEX,1.3572,0.4848,0.9583,5.1731,2.0135,2.0135,3.7922,1.9587,1.6657,2.6594,22.801,24.5177,4.7198,11.7468,0.0201,-0.0146
Standard & Poor's Ratings Services,Flex Ltd.,BB+,27-09-2013,866374,0,3672,BusEq,FLEX,1.259,0.4236,0.9203,4.9481,1.3572,1.3572,3.7601,1.3951,1.1755,2.2253,13.4639,15.8943,2.8561,7.761,0.5473,0.4356
Fitch Ratings,"Flowers Foods, Inc.",BBB,12-04-2013,1128928,1,2050,NoDur,FLO,1.4104,0.2719,0.4298,46.8802,6.8158,6.8158,10.2282,6.9218,4.4505,1.7847,16.2626,31.0115,7.9426,11.8411,-0.8228,-0.6797
Standard & Poor's Ratings Services,Flowserve Corp.,BBB-,29-07-2013,30625,1,3561,Manuf,FLS,1.7227,0.3145,0.4902,33.2738,14.2229,14.5797,16.8364,12.8714,9.4361,0.9876,23.7955,65.2813,9.3703,16.3121,1.9771,1.8424
Moody's Investors Service,Flowserve Corporation,BBB,28-08-2013,30625,1,3561,Manuf,FLS,1.7227,0.3145,0.4902,33.2738,14.2229,14.5797,16.8364,12.8714,9.4361,0.9876,23.7955,65.2813,9.3703,16.3121,1.9771,1.8424
Moody's Investors Service,Flowserve Corporation,BBB,28-10-2013,30625,1,3561,Manuf,FLS,1.7227,0.3145,0.4902,33.2738,14.2229,14.5797,16.8364,12.8714,9.4361,0.9876,23.7955,65.2813,9.3703,16.3121,1.9771,1.8424
Standard & Poor's Ratings Services,Fluor Corp.,A-,09-08-2013,1124198,1,1600,Other,FLR,1.5678,0.1318,0.1579,3.2092,2.6616,2.6616,3.5673,2.6598,1.6547,3.3322,16.6633,17.171,6.9002,14.4673,-1.5137,-0.7887
Moody's Investors Service,"Forum Energy Technologies, Inc.",BB-,23-09-2013,1401257,0,3533,Manuf,FET,2.8377,0.2562,0.362,32.7264,17.0241,17.0241,20.6854,15.746,10.7041,0.7475,13.0387,72.5243,8.0048,9.6988,20.0945,21.7564
Standard & Poor's Ratings Services,"Forum Energy Technologies, Inc.",BB,25-09-2013,1401257,0,3533,Manuf,FET,2.8377,0.2562,0.362,32.7264,17.0241,17.0241,20.6854,15.746,10.7041,0.7475,13.0387,72.5243,8.0048,9.6988,20.0945,21.7564
Moody's Investors Service,Freeport-McMoRan Inc.,BBB-,28-02-2013,831259,1,1000,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Fitch Ratings,Freeport-McMoRan Inc.,BBB,01-03-2013,831259,1,1000,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Standard & Poor's Ratings Services,Freeport-McMoRan Oil & Gas LLC,B,29-04-2013,831259,0,1000,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Fitch Ratings,Freeport-McMoRan Oil & Gas LLC,BBB,03-06-2013,831259,1,1000,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Standard & Poor's Ratings Services,Freeport-McMoRan Oil & Gas LLC,BBB,04-06-2013,831259,1,1000,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Fitch Ratings,Fresenius Medical Care AG & Co. KGaA,BBB-,17-06-2013,1333141,1,8090,Hlth,FMS,1.933,0.4463,0.8528,33.3417,15.6875,15.6875,20.0562,14.0005,9.6155,0.6181,11.4949,-46.5546,5.0076,6.3622,4.2968,3.0557
Egan-Jones Ratings Company,"GAP, INC",BBB+,24-05-2013,39911,1,5651,Shops,GPS,1.7628,0.301,0.4305,39.4288,12.4082,12.4082,15.4942,11.8906,7.2519,2.0952,39.2191,39.2191,15.1941,27.4155,1.41,1.0877
Egan-Jones Ratings Company,"GAP, INC",BBB+,02-10-2013,39911,1,5651,Shops,GPS,1.7628,0.301,0.4305,39.4288,12.4082,12.4082,15.4942,11.8906,7.2519,2.0952,39.2191,39.2191,15.1941,27.4155,1.41,1.0877
Egan-Jones Ratings Company,"GAP, INC",BBB+,12-12-2013,39911,1,5651,Shops,GPS,1.7628,0.301,0.4305,39.4288,12.4082,12.4082,15.4942,11.8906,7.2519,2.0952,39.2191,39.2191,15.1941,27.4155,1.41,1.0877
Egan-Jones Ratings Company,GENERAL CABLE CORPORATION,BB,30-05-2013,886035,0,3350,Manuf,BGC,1.7403,0.5137,1.0562,98.6831,5.9316,5.9316,11.2006,3.2287,1.3824,1.0533,8.3088,14.6616,2.1668,4.0408,-0.1228,0.0665
Egan-Jones Ratings Company,GENERAL CABLE CORPORATION,BB-,18-10-2013,886035,0,3350,Manuf,BGC,1.7403,0.5137,1.0562,98.6831,5.9316,5.9316,11.2006,3.2287,1.3824,1.0533,8.3088,14.6616,2.1668,4.0408,-0.1228,0.0665
Egan-Jones Ratings Company,"GENERAL MILLS, INC",BBB+,26-06-2013,40704,1,2040,NoDur,GIS,0.812,0.4539,1.1179,36.1419,16.0447,16.0447,19.3529,14.2618,10.4377,0.7845,26.5484,-29.076,8.3525,14.4968,0.7854,0.91
Egan-Jones Ratings Company,"GENERAL MILLS, INC",A-,02-10-2013,40704,1,2040,NoDur,GIS,0.812,0.4539,1.1179,36.1419,16.0447,16.0447,19.3529,14.2618,10.4377,0.7845,26.5484,-29.076,8.3525,14.4968,0.7854,0.91
Egan-Jones Ratings Company,"GILEAD SCIENCES, INC",A+,03-09-2013,882095,1,2836,Hlth,GILD,5.5348,0.5303,1.1293,74.6653,45.1958,45.1958,48.8001,43.5401,33.4348,0.4846,40.6133,58.1007,16.1188,19.0759,0.6804,0.6325
Egan-Jones Ratings Company,"GILEAD SCIENCES, INC",A+,13-12-2013,882095,1,2836,Hlth,GILD,5.5348,0.5303,1.1293,74.6653,45.1958,45.1958,48.8001,43.5401,33.4348,0.4846,40.6133,58.1007,16.1188,19.0759,0.6804,0.6325
